Benchmark#,Description,Idea/Standard,Subject,Grade,Body Of Knowledge/ Strand
SS.912.HE.2.2,"Analyze the causes and effects of Kristallnacht and how it became a watershed event in the transition from targeted persecution and anti-Jewish policy to open, public violence against Jews in Nazi-controlled Europe.","Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.2.3,"Analyze Hitler’s motivations for the annexations of Austria and the Sudetenland, and the invasion of Poland.","Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.2.4,Describe how Jewish immigration was perceived and restricted by various nations from 1933 to 1939.,"Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.2.5,Explain the effect Nazi policies had on other groups targeted by the government of Nazi Germany.,"Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.2.6,Identify the various armed and unarmed resistance efforts in Europe from 1933 to 1945.,"Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.2.7,"Examine the role that bystanders, collaborators and perpetrators played in the implementation of Nazi policies against Jewish people and other targeted groups, as well as the role of rescuers in opposing the Nazis and their policies.","Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.2.8,Analyze how corporate complicity aided Nazi goals.,"Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.2.9,"Explain how killing squads, including the Einsatzgruppen, conducted mass shooting operations in Eastern Europe with the assistance of the Schutzstaffel (SS), police units, the army and local collaborators.","Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.2.10,Explain the origins and purpose of ghettos in Europe.,"Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.2.11,Discuss life in the various ghettos.,"Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.2.12,Define “partisan” and explain the role partisans played in World War II.,"Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.2.13,"Examine the origins, purpose and conditions associated with various types of camps.","Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.2.14,Explain the purpose of the death marches.,"Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.2.15,Describe the experience of Holocaust survivors following World War II.,"Explain the significant events, public policies and experiences of the Holocaust.",Social Studies,912,Holocaust Education
SS.912.HE.3.1,Analyze the international community’s efforts to hold perpetrators responsible for their involvement in the Holocaust.,Discuss the impact and aftermath of the Holocaust.,Social Studies,912,Holocaust Education
SS.912.HE.3.2,"Explain the impact of the Eichmann Trial on policy concerning crimes against humanity, capital punishment, accountability, the testimony of survivors and acknowledgment of the international community.",Discuss the impact and aftermath of the Holocaust.,Social Studies,912,Holocaust Education
SS.912.HE.3.3,Explain the effects of Holocaust denial on contemporary society.,Discuss the impact and aftermath of the Holocaust.,Social Studies,912,Holocaust Education
SS.912.HE.3.4,Explain why it is important for current and future generations to learn from the Holocaust.,Discuss the impact and aftermath of the Holocaust.,Social Studies,912,Holocaust Education
SS.912.HE.3.5,"Recognize that antisemitism includes a certain perception of the Jewish people, which may be expressed as hatred toward Jewish people, rhetorical and physical manifestations of antisemitism directed toward a person or his or her property or toward Jewish community institutions or religious facilities.",Discuss the impact and aftermath of the Holocaust.,Social Studies,912,Holocaust Education
SS.912.P.1.1,Define psychology as a discipline and identify its goals as a science.,"Identify the meaning, history and value of psychology and its role as a social science.",Social Studies,912,Psychology
SS.912.P.1.2,Describe the emergence of psychology as a scientific discipline.,"Identify the meaning, history and value of psychology and its role as a social science.",Social Studies,912,Psychology
SS.912.P.1.3,Describe perspectives employed to understand behavior and mental processes.,"Identify the meaning, history and value of psychology and its role as a social science.",Social Studies,912,Psychology
SS.912.P.1.4,Discuss the value of both basic and applied psychological research with human and non-human animals.,"Identify the meaning, history and value of psychology and its role as a social science.",Social Studies,912,Psychology
SS.912.P.1.5,Describe the major subfields of psychology.,"Identify the meaning, history and value of psychology and its role as a social science.",Social Studies,912,Psychology
SS.912.P.1.6,Identify the important role psychology plays in benefiting society and improving people’s lives.,"Identify the meaning, history and value of psychology and its role as a social science.",Social Studies,912,Psychology
SS.912.P.2.1,Describe the scientific method and its role in psychology.,"Identify the role of the scientific method in psychology, common methods and pitfalls of data collection and interpretation and the importance of ethics in psychological experimentation.",Social Studies,912,Psychology
SS.912.P.2.2,"Describe and compare a variety of quantitative (e.g., surveys, correlations, experiments) and qualitative (e.g., interviews, narratives, focus groups) research methods.","Identify the role of the scientific method in psychology, common methods and pitfalls of data collection and interpretation and the importance of ethics in psychological experimentation.",Social Studies,912,Psychology
SS.912.P.2.3,"Define systematic procedures used to improve the validity of research findings, such as external validity.","Identify the role of the scientific method in psychology, common methods and pitfalls of data collection and interpretation and the importance of ethics in psychological experimentation.",Social Studies,912,Psychology
SS.912.P.2.4,Discuss how and why psychologists use non-human animals in research.,"Identify the role of the scientific method in psychology, common methods and pitfalls of data collection and interpretation and the importance of ethics in psychological experimentation.",Social Studies,912,Psychology
SS.912.P.2.5,Identify ethical standards psychologists must address regarding research with human participants.,"Identify the role of the scientific method in psychology, common methods and pitfalls of data collection and interpretation and the importance of ethics in psychological experimentation.",Social Studies,912,Psychology
SS.912.P.2.6,Identify ethical guidelines psychologists must address regarding research with non-human animals.,"Identify the role of the scientific method in psychology, common methods and pitfalls of data collection and interpretation and the importance of ethics in psychological experimentation.",Social Studies,912,Psychology
SS.912.P.2.7,Define descriptive statistics and explain how they are used by psychological scientists.,"Identify the role of the scientific method in psychology, common methods and pitfalls of data collection and interpretation and the importance of ethics in psychological experimentation.",Social Studies,912,Psychology
SS.912.P.2.8,Define forms of qualitative data and explain how they are used by psychological scientists.,"Identify the role of the scientific method in psychology, common methods and pitfalls of data collection and interpretation and the importance of ethics in psychological experimentation.",Social Studies,912,Psychology
SS.912.P.2.9,Define correlation coefficients and explain their appropriate interpretation.,"Identify the role of the scientific method in psychology, common methods and pitfalls of data collection and interpretation and the importance of ethics in psychological experimentation.",Social Studies,912,Psychology
SS.912.P.2.10,Interpret graphical representations of data as used in both quantitative and qualitative methods.,"Identify the role of the scientific method in psychology, common methods and pitfalls of data collection and interpretation and the importance of ethics in psychological experimentation.",Social Studies,912,Psychology
SS.912.P.2.11,"Explain other statistical concepts, such as statistical significance and effect size.","Identify the role of the scientific method in psychology, common methods and pitfalls of data collection and interpretation and the importance of ethics in psychological experimentation.",Social Studies,912,Psychology
SS.912.P.2.12,Explain how validity and reliability of observations and measurements relate to data analysis.,"Identify the role of the scientific method in psychology, common methods and pitfalls of data collection and interpretation and the importance of ethics in psychological experimentation.",Social Studies,912,Psychology
SS.912.P.3.1,Identify the major divisions and subdivisions of the human nervous system.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.3.2,Identify the parts of the neuron and describe the basic process of neural transmission.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.3.3,Differentiate between the structures and functions of the various parts of the central nervous system.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.3.4,Describe lateralization of brain functions.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.3.5,Discuss the mechanisms and the importance of plasticity of the nervous system.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.3.6,Describe how the endocrine glands are linked to the nervous system.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.3.7,Describe the effects of hormones on behavior and mental processes.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.3.8,Describe hormone effects on the immune system.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.3.9,Describe concepts in genetic transmission.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.3.10,Describe the interactive effects of heredity and environment.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.3.11,Explain how evolved tendencies influence behavior.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.3.12,Identify tools used to study the nervous system.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.3.13,Describe advances made in neuroscience.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.3.14,Discuss issues related to scientific advances in neuroscience and genetics.,Identify the biological bases of human and animal behavior.,Social Studies,912,Psychology
SS.912.P.4.1,Discuss processes of sensation and perception and how they interact,Demonstrate an understanding of the mechanisms of sensory systems and how sensory information is processed to develop our perceptions.,Social Studies,912,Psychology
SS.912.P.4.2,Explain the concepts of threshold and adaptation.,Demonstrate an understanding of the mechanisms of sensory systems and how sensory information is processed to develop our perceptions.,Social Studies,912,Psychology
SS.912.P.4.3,List forms of physical energy for which humans and non-human animals do and do not have sensory receptors.,Demonstrate an understanding of the mechanisms of sensory systems and how sensory information is processed to develop our perceptions.,Social Studies,912,Psychology
SS.912.P.4.4,Describe the visual sensory system.,Demonstrate an understanding of the mechanisms of sensory systems and how sensory information is processed to develop our perceptions.,Social Studies,912,Psychology
SS.912.P.4.5,Describe the auditory sensory system.,Demonstrate an understanding of the mechanisms of sensory systems and how sensory information is processed to develop our perceptions.,Social Studies,912,Psychology
SS.912.P.4.6,"Describe other sensory systems, such as olfaction, gestation, and somesthesis (e.g., skin senses, kinesthesis, and vestibular sense).",Demonstrate an understanding of the mechanisms of sensory systems and how sensory information is processed to develop our perceptions.,Social Studies,912,Psychology
SS.912.P.4.7,Explain Gestalt principles of perception.,Demonstrate an understanding of the mechanisms of sensory systems and how sensory information is processed to develop our perceptions.,Social Studies,912,Psychology
SS.912.P.4.8,Describe binocular and monocular depth cues.,Demonstrate an understanding of the mechanisms of sensory systems and how sensory information is processed to develop our perceptions.,Social Studies,912,Psychology
SS.912.P.4.9,Describe the importance of perceptual constancies.,Demonstrate an understanding of the mechanisms of sensory systems and how sensory information is processed to develop our perceptions.,Social Studies,912,Psychology
SS.912.P.4.10,Describe perceptual illusions.,Demonstrate an understanding of the mechanisms of sensory systems and how sensory information is processed to develop our perceptions.,Social Studies,912,Psychology
SS.912.P.4.11,Describe the nature of attention.,Demonstrate an understanding of the mechanisms of sensory systems and how sensory information is processed to develop our perceptions.,Social Studies,912,Psychology
SS.912.P.4.12,Explain how experiences and expectations influence perception.,Demonstrate an understanding of the mechanisms of sensory systems and how sensory information is processed to develop our perceptions.,Social Studies,912,Psychology
SS.912.P.5.1,Identify states of consciousness.,Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.5.2,"Distinguish between processing that is conscious (i.e., explicit) and other processing that happens without conscious awareness (i.e., implicit).",Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.5.3,Describe the circadian rhythm and its relation to sleep.,Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.5.4,Describe the sleep cycle.,Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.5.5,Compare theories about the functions of sleep.,Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.5.6,Describe types of sleep disorders.,Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.5.7,Compare theories about the functions of dreams.,Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.5.8,Characterize the major categories of psychoactive drugs and their effects.,Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.5.9,Describe how psychoactive drugs act at the synaptic level.,Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.5.10,Evaluate the biological and psychological effects of psychoactive drugs.,Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.5.11,Explain how culture and expectations influence the use and experience of drugs.,Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.5.12,Describe meditation and relaxation and their effects.,Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.5.13,Describe hypnosis and controversies surrounding its nature and use.,Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.5.14,Describe flow states.,Identify various states of consciousness and the effects of psychoactive substances on consciousness.,Social Studies,912,Psychology
SS.912.P.6.1,"Explain the interaction of environmental and biological factors in development, including the role of the brain in all aspects of development.","Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.2,Explain issues of continuity/discontinuity and stability/change.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.3,Distinguish methods used to study development.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.4,Describe the role of sensitive and critical periods in development.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.5,Discuss issues related to the end of life.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.6,Discuss theories of cognitive development.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.7,Discuss theories of moral development.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.8,Discuss theories of social development.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.9,Describe physical development from conception through birth and identify influences on prenatal development.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.10,"Describe newborns’ reflexes, temperament, and abilities.","Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.11,Describe physical and motor development in infancy.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.12,Describe how infant perceptual abilities and intelligence develop.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.13,Describe the development of attachment and the role of the caregiver.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.14,Describe the development of communication and language in infancy.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.15,Describe physical and motor development in childhood.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.16,Describe how memory and thinking ability develops in childhood.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.17,"Describe social, cultural, and emotional development through childhood.","Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.18,Identify major physical changes in adolescence.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.19,Describe the development of reasoning and morality in adolescence.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.20,Describe identity formation in adolescence.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.21,Discuss the role of family and peers in adolescent development.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.22,Identify major physical changes associated with adulthood and aging.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.23,Describe cognitive changes in adulthood and aging.,"Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.6.24,"Discuss social, cultural, and emotional issues in aging.","Develop an understanding of the progression of the human life span, and examine the biological, psychological and social factors that contribute to growth.",Social Studies,912,Psychology
SS.912.P.7.1,Describe the principles of classical conditioning.,Develop an understanding on the theories of learning.,Social Studies,912,Psychology
SS.912.P.7.2,Describe clinical and experimental examples of classical conditioning.,Develop an understanding on the theories of learning.,Social Studies,912,Psychology
SS.912.P.7.3,Apply classical conditioning to everyday life.,Develop an understanding on the theories of learning.,Social Studies,912,Psychology
SS.912.P.7.4,Describe the Law of Effect.,Develop an understanding on the theories of learning.,Social Studies,912,Psychology
SS.912.P.7.5,Describe the principles of operant conditioning.,Develop an understanding on the theories of learning.,Social Studies,912,Psychology
SS.912.P.7.6,Describe clinical and experimental examples of operant conditioning.,Develop an understanding on the theories of learning.,Social Studies,912,Psychology
SS.912.P.7.7,Apply operant conditioning to everyday life.,Develop an understanding on the theories of learning.,Social Studies,912,Psychology
SS.912.P.7.8,Describe the principles of observational and cognitive learning.,Develop an understanding on the theories of learning.,Social Studies,912,Psychology
SS.912.P.7.9,Apply observational and cognitive learning to everyday life.,Develop an understanding on the theories of learning.,Social Studies,912,Psychology
SS.912.P.8.1,Describe the structure and function of language.,Develop an understanding of the language acquisition process and the structure of language.,Social Studies,912,Psychology
SS.912.P.8.2,Discuss the relationship between language and thought.,Develop an understanding of the language acquisition process and the structure of language.,Social Studies,912,Psychology
SS.912.P.8.3,Explain the process of language acquisition.,Develop an understanding of the language acquisition process and the structure of language.,Social Studies,912,Psychology
SS.912.P.8.4,Discuss how acquisition of a second language can affect language development and possibly other cognitive processes.,Develop an understanding of the language acquisition process and the structure of language.,Social Studies,912,Psychology
SS.912.P.8.5,Evaluate the theories of language acquisition.,Develop an understanding of the language acquisition process and the structure of language.,Social Studies,912,Psychology
SS.912.P.8.6,Identify the brain structures associated with language.,Develop an understanding of the language acquisition process and the structure of language.,Social Studies,912,Psychology
SS.912.P.8.7,Discuss how damage to the brain may affect language.,Develop an understanding of the language acquisition process and the structure of language.,Social Studies,912,Psychology
SS.912.P.9.1,Describe attributional explanations of behavior.,Identify the factors that influence human social interaction.,Social Studies,912,Psychology
SS.912.P.9.2,Describe the relationship between attitudes (implicit and explicit) and behavior.,Identify the factors that influence human social interaction.,Social Studies,912,Psychology
SS.912.P.9.3,Identify persuasive methods used to change attitudes.,Identify the factors that influence human social interaction.,Social Studies,912,Psychology
SS.912.P.9.4,Describe the power of the situation.,Identify the factors that influence human social interaction.,Social Studies,912,Psychology
SS.912.P.9.5,Describe effects of others’ presence on individuals’ behavior.,Identify the factors that influence human social interaction.,Social Studies,912,Psychology
SS.912.P.9.6,Describe how group dynamics influence behavior.,Identify the factors that influence human social interaction.,Social Studies,912,Psychology
SS.912.P.9.7,Discuss how an individual influences group behavior.,Identify the factors that influence human social interaction.,Social Studies,912,Psychology
SS.912.P.9.8,"Discuss the nature and effects of stereotyping, prejudice, and discrimination.",Identify the factors that influence human social interaction.,Social Studies,912,Psychology
SS.912.P.9.9,Describe determinants of prosocial behavior.,Identify the factors that influence human social interaction.,Social Studies,912,Psychology
SS.912.P.9.10,Discuss influences upon aggression and conflict.,Identify the factors that influence human social interaction.,Social Studies,912,Psychology
SS.912.P.9.11,Discuss factors influencing attraction and relationships.,Identify the factors that influence human social interaction.,Social Studies,912,Psychology
SS.912.P.10.1,Define culture and diversity.,Identify various factors of culture and examine their effects on those living in a given culture.,Social Studies,912,Psychology
SS.912.P.10.2,Identify how cultures change over time and vary within nations and internationally.,Identify various factors of culture and examine their effects on those living in a given culture.,Social Studies,912,Psychology
SS.912.P.10.3,Discuss the relationship between culture and conceptions of self and identity.,Identify various factors of culture and examine their effects on those living in a given culture.,Social Studies,912,Psychology
SS.912.P.10.4,Discuss psychological research examining race and ethnicity.,Identify various factors of culture and examine their effects on those living in a given culture.,Social Studies,912,Psychology
SS.912.P.10.5,Discuss psychological research examining socioeconomic status.,Identify various factors of culture and examine their effects on those living in a given culture.,Social Studies,912,Psychology
SS.912.P.10.6,"Discuss how privilege and social power structures relate to stereotypes, prejudice, and discrimination.",Identify various factors of culture and examine their effects on those living in a given culture.,Social Studies,912,Psychology
SS.912.P.10.7,Discuss psychological research examining gender similarities and differences and the impact of gender discrimination.,Identify various factors of culture and examine their effects on those living in a given culture.,Social Studies,912,Psychology
SS.912.P.10.8,Discuss the psychological research on gender and how the roles of women and men in societies are perceived.,Identify various factors of culture and examine their effects on those living in a given culture.,Social Studies,912,Psychology
SS.912.P.10.9,Examine how perspectives affect stereotypes and treatment of minority and majority groups in society.,Identify various factors of culture and examine their effects on those living in a given culture.,Social Studies,912,Psychology
SS.912.P.10.10,Discuss psychological research examining differences in individual cognitive and physical abilities.,Identify various factors of culture and examine their effects on those living in a given culture.,Social Studies,912,Psychology
SS.912.P.10.11,Examine societal treatment of people with disabilities and the effect of treatment by others on individual identity/status.,Identify various factors of culture and examine their effects on those living in a given culture.,Social Studies,912,Psychology
SS.912.P.11.1,Identify factors that influence encoding.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.11.2,Characterize the difference between shallow (surface) and deep (elaborate) processing.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.11.3,Discuss strategies for improving the encoding of memory.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.11.4,Describe the differences between working memory and long-term memory.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.11.5,Identify and explain biological processes related to how memory is stored.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.11.6,"Discuss types of memory and memory disorders (e.g., amnesias, dementias).","Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.11.7,Discuss strategies for improving the storage of memories.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.11.8,Analyze the importance of retrieval cues in memory.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.11.9,Explain the role that interference plays in retrieval.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.11.10,Discuss the factors influencing how memories are retrieved.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.11.11,Explain how memories can be malleable.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.11.12,Discuss strategies for improving the retrieval of memories.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.12.1,Define cognitive processes involved in understanding information.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.12.2,Define processes involved in problem solving and decision making.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.12.3,Discuss non-human problem-solving abilities.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.12.4,Describe obstacles to problem solving.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.12.5,Describe obstacles to decision making.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.12.6,Describe obstacles to making good judgments.,"Understand the types, processes and storage of memory, including strategies for improving memory.",Social Studies,912,Psychology
SS.912.P.13.1,Discuss intelligence as a general factor.,"Define intelligence and identify methods of assessment, analysis and external influences on intelligence.",Social Studies,912,Psychology
SS.912.P.13.2,Discuss alternative conceptualizations of intelligence.,"Define intelligence and identify methods of assessment, analysis and external influences on intelligence.",Social Studies,912,Psychology
SS.912.P.13.3,Describe the extremes of intelligence.,"Define intelligence and identify methods of assessment, analysis and external influences on intelligence.",Social Studies,912,Psychology
SS.912.P.13.4,"Discuss the history of intelligence testing, including historical use and misuse in the context of fairness.","Define intelligence and identify methods of assessment, analysis and external influences on intelligence.",Social Studies,912,Psychology
SS.912.P.13.5,Identify current methods of assessing human abilities.,"Define intelligence and identify methods of assessment, analysis and external influences on intelligence.",Social Studies,912,Psychology
SS.912.P.13.6,Identify measures of and data on reliability and validity for intelligence test scores.,"Define intelligence and identify methods of assessment, analysis and external influences on intelligence.",Social Studies,912,Psychology
SS.912.P.13.7,Discuss issues related to the consequences of intelligence testing.,"Define intelligence and identify methods of assessment, analysis and external influences on intelligence.",Social Studies,912,Psychology
SS.912.P.13.8,"Discuss the influences of biological, cultural, and environmental factors on intelligence.","Define intelligence and identify methods of assessment, analysis and external influences on intelligence.",Social Studies,912,Psychology
SS.912.P.14.1,Explain biologically based theories of motivation.,Understand the role and processes of human and non-human motivation.,Social Studies,912,Psychology
SS.912.P.14.2,Explain cognitively based theories of motivation.,Understand the role and processes of human and non-human motivation.,Social Studies,912,Psychology
SS.912.P.14.3,Explain humanistic theories of motivation.,Understand the role and processes of human and non-human motivation.,Social Studies,912,Psychology
SS.912.P.14.4,Explain the role of culture in human motivation.,Understand the role and processes of human and non-human motivation.,Social Studies,912,Psychology
SS.912.P.14.5,Discuss eating behavior.,Understand the role and processes of human and non-human motivation.,Social Studies,912,Psychology
SS.912.P.14.6,Discuss achievement motivation.,Understand the role and processes of human and non-human motivation.,Social Studies,912,Psychology
SS.912.P.14.7,Discuss other ways in which humans and non-human animals are motivated.,Understand the role and processes of human and non-human motivation.,Social Studies,912,Psychology
SS.912.P.15.1,Explain the biological and cognitive components of emotion.,Understand the role and processes of human and non-human emotion.,Social Studies,912,Psychology
SS.912.P.15.2,Discuss psychological research on basic human emotions.,Understand the role and processes of human and non-human emotion.,Social Studies,912,Psychology
SS.912.P.15.3,Differentiate among theories of emotional experience.,Understand the role and processes of human and non-human emotion.,Social Studies,912,Psychology
SS.912.P.15.4,Explain how biological factors influence emotional interpretation and expression.,Understand the role and processes of human and non-human emotion.,Social Studies,912,Psychology
SS.912.P.15.5,Explain how culture and gender influence emotional interpretation and expression.,Understand the role and processes of human and non-human emotion.,Social Studies,912,Psychology
SS.912.P.15.6,Explain how other environmental factors influence emotional interpretation and expression.,Understand the role and processes of human and non-human emotion.,Social Studies,912,Psychology
SS.912.P.15.7,"Identify biological and environmental influences on the expression experience of negative emotions, such as fear.",Understand the role and processes of human and non-human emotion.,Social Studies,912,Psychology
SS.912.P.15.8,"Identify biological and environmental influences on the expression and experience of positive emotions, such as happiness.",Understand the role and processes of human and non-human emotion.,Social Studies,912,Psychology
SS.912.P.16.1,Evaluate psychodynamic theories.,"Identify and categorize psychological disorders, including causes, symptoms, and impact to the individual and those around them.",Social Studies,912,Psychology
SS.912.P.16.2,Evaluate trait theories.,"Identify and categorize psychological disorders, including causes, symptoms, and impact to the individual and those around them.",Social Studies,912,Psychology
SS.912.P.16.3,Evaluate humanistic theories.,"Identify and categorize psychological disorders, including causes, symptoms, and impact to the individual and those around them.",Social Studies,912,Psychology
SS.912.P.16.4,Evaluate social-cognitive theories.,"Identify and categorize psychological disorders, including causes, symptoms, and impact to the individual and those around them.",Social Studies,912,Psychology
SS.912.P.16.5,Differentiate personality assessment techniques.,"Identify and categorize psychological disorders, including causes, symptoms, and impact to the individual and those around them.",Social Studies,912,Psychology
